#,Fraud Instance,Damaged Item,Item Not Avaiable,Item Not In Stock,Product Care Plan,Claim Amount,Registered Online,Age Group,Marital Status,Owns a Vehicle,Accomodation Type,Height (cms)
3340,0,1,1,0,0,$106 ,1,19,"Unmarried,",0,Rented,177
3341,0,1,0,1,0,$160 ,0,40,"Unmarried,",0,Owns a house,157
3342,0,0,1,0,1,$157 ,1,39,"Unmarried,",1,Rented,156
3343,1,0,0,1,0,$334 ,1,32,"Unmarried,",1,Staying with Family,176
3344,0,0,1,0,1,$107 ,1,43,"Unmarried,",1,Owns a house,151
3345,0,0,1,0,1,$155 ,1,44,Married,0,Owns a house,161
3346,0,0,1,0,1,$301 ,0,26,Married,0,Rented,155
3347,1,1,0,0,0,$282 ,0,48,Married,1,Staying with Family,162
3348,0,1,0,1,0,$314 ,0,34,"Unmarried,",0,Staying with Family,160
3349,0,0,0,1,1,$65 ,0,54,In-Relationship,1,Owns a house,154
3350,0,0,0,1,1,$276 ,1,53,"Unmarried,",1,Owns a house,181
3351,1,0,0,0,1,$151 ,1,37,"Unmarried,",0,Rented,167
3352,0,1,0,1,0,$119 ,1,48,Married,1,Rented,160
3353,0,0,1,0,1,$326 ,0,29,Married,0,Staying with Family,174
3354,1,0,0,0,1,$231 ,1,23,"Unmarried,",0,Rented,164
3355,0,1,0,1,0,$188 ,1,24,Married,1,Rented,159
3356,0,0,0,1,1,$151 ,0,42,In-Relationship,1,Rented,174
3357,0,1,0,0,1,$80 ,0,34,Married,1,Staying with Family,154
3358,1,0,0,0,1,$197 ,0,26,In-Relationship,1,Owns a house,182
3359,0,1,0,1,0,$184 ,1,39,In-Relationship,1,Rented,174
3360,1,0,0,1,0,$285 ,0,28,Married,1,Staying with Family,160
3361,1,0,1,0,0,$196 ,0,35,"Unmarried,",1,Staying with Family,166
3362,0,1,0,1,0,$283 ,0,41,In-Relationship,1,Rented,167
3363,0,1,0,1,0,$240 ,1,52,Married,0,Rented,171
3364,1,1,0,0,0,$230 ,1,25,Married,1,Owns a house,152
3365,0,1,0,1,0,$267 ,1,55,"Unmarried,",0,Owns a house,189
3366,0,1,0,1,0,$192 ,0,33,In-Relationship,1,Owns a house,159
3367,0,1,0,0,1,$107 ,0,50,"Unmarried,",1,Rented,155
3368,0,1,0,0,1,$211 ,1,34,Married,0,Owns a house,162
3369,0,1,0,0,1,$155 ,1,36,"Unmarried,",0,Staying with Family,178
3370,0,1,0,1,0,$182 ,1,34,"Unmarried,",1,Staying with Family,156
3371,1,1,0,0,0,$320 ,1,38,Married,1,Owns a house,164
3372,1,1,0,0,0,$292 ,0,37,In-Relationship,0,Staying with Family,166
3373,1,0,0,1,0,$323 ,0,18,In-Relationship,1,Staying with Family,188
3374,0,1,0,1,0,$343 ,0,22,Married,0,Staying with Family,188
3375,0,1,1,0,0,$271 ,1,46,In-Relationship,1,Staying with Family,169
3376,0,0,0,1,1,$219 ,1,50,"Unmarried,",1,Staying with Family,188
3377,0,0,0,1,1,$338 ,0,50,In-Relationship,0,Rented,155
3378,1,1,0,0,0,$61 ,0,29,In-Relationship,0,Staying with Family,155
3379,0,1,0,1,0,$52 ,0,53,Married,0,Staying with Family,172
3380,1,1,0,0,0,$116 ,1,54,"Unmarried,",1,Staying with Family,178
3381,0,1,0,0,1,$231 ,0,54,Married,0,Rented,190
3382,1,1,0,0,0,$145 ,1,21,"Unmarried,",1,Staying with Family,178
3383,1,1,0,0,0,$70 ,1,44,Married,0,Rented,174
3384,1,0,0,1,0,$82 ,0,32,In-Relationship,1,Rented,152
3385,1,0,1,0,0,$112 ,0,27,"Unmarried,",0,Rented,184
3386,1,1,0,0,0,$145 ,1,40,In-Relationship,1,Staying with Family,175
3387,0,1,0,1,0,$41 ,1,28,Married,1,Rented,152
3388,0,1,0,1,0,$89 ,0,46,In-Relationship,0,Owns a house,185
3389,0,0,0,1,1,$265 ,1,23,Married,1,Staying with Family,169
3390,0,0,1,1,0,$214 ,0,43,Married,1,Staying with Family,166
3391,0,0,0,1,1,$222 ,1,54,Married,1,Rented,160
3392,0,0,1,1,0,$247 ,1,48,In-Relationship,1,Rented,172
3393,0,1,0,1,0,$147 ,0,22,In-Relationship,0,Staying with Family,154
3394,0,0,0,1,1,$176 ,1,34,"Unmarried,",1,Rented,179
3395,1,0,0,0,1,$78 ,1,22,Married,0,Owns a house,164
3396,0,1,0,1,0,$330 ,1,18,In-Relationship,0,Staying with Family,180
3397,0,1,0,0,1,$352 ,0,49,"Unmarried,",0,Rented,155
3398,1,0,0,1,0,$229 ,1,48,Married,0,Staying with Family,155
3399,1,0,0,1,0,$54 ,0,20,"Unmarried,",0,Owns a house,164
3400,0,1,0,1,0,$122 ,0,49,"Unmarried,",0,Rented,168
3401,0,1,0,0,1,$298 ,0,51,In-Relationship,1,Rented,182
3402,0,1,0,0,1,$52 ,0,21,In-Relationship,1,Owns a house,185
3403,0,1,0,0,1,$319 ,1,50,Married,0,Owns a house,169
3404,0,1,0,0,1,$352 ,1,26,Married,1,Staying with Family,176
3405,1,0,0,1,0,$330 ,0,30,"Unmarried,",1,Rented,153
3406,1,1,0,0,0,$199 ,1,26,"Unmarried,",1,Owns a house,180
3407,0,1,0,0,1,$192 ,1,24,"Unmarried,",0,Staying with Family,176
3408,0,0,1,1,0,$280 ,1,41,In-Relationship,1,Staying with Family,153
3409,0,1,0,0,1,$78 ,0,43,Married,0,Owns a house,181
3410,0,1,0,1,0,$254 ,0,41,"Unmarried,",0,Rented,183
3411,0,1,0,1,0,$312 ,1,34,In-Relationship,1,Staying with Family,165
3412,0,1,0,0,1,$310 ,1,28,Married,1,Staying with Family,179
3413,0,1,0,1,0,$269 ,0,32,"Unmarried,",1,Owns a house,165
3414,0,0,0,1,1,$174 ,1,20,Married,0,Owns a house,159
3415,1,0,0,0,1,$118 ,1,24,Married,1,Owns a house,161
3416,1,0,0,1,0,$178 ,1,52,Married,0,Staying with Family,178
3417,0,1,0,1,0,$349 ,0,50,In-Relationship,0,Rented,158
3418,0,0,1,1,0,$323 ,1,37,"Unmarried,",1,Staying with Family,188
3419,1,0,1,0,0,$273 ,0,32,In-Relationship,0,Rented,179
3420,1,1,0,0,0,$290 ,1,19,"Unmarried,",1,Staying with Family,183
3421,0,1,0,1,0,$162 ,1,44,Married,1,Staying with Family,155
3422,1,1,0,0,0,$63 ,1,42,"Unmarried,",0,Staying with Family,166
3423,0,0,0,1,1,$261 ,0,32,In-Relationship,1,Owns a house,182
3424,0,1,0,1,0,$101 ,0,34,Married,1,Staying with Family,152
3425,0,0,0,1,1,$170 ,0,33,In-Relationship,0,Rented,168
3426,0,0,1,1,0,$191 ,1,35,Married,0,Rented,190
3427,0,1,0,1,0,$107 ,1,23,Married,0,Staying with Family,188
3428,0,1,0,1,0,$148 ,0,29,"Unmarried,",1,Rented,188
3429,1,0,0,1,0,$311 ,1,48,Married,1,Staying with Family,182
3430,0,1,0,1,0,$69 ,1,22,Married,0,Owns a house,184
3431,0,1,0,0,1,$90 ,1,55,"Unmarried,",1,Staying with Family,181
3432,1,1,0,0,0,$80 ,0,30,Married,0,Owns a house,188
3433,1,0,0,1,0,$85 ,1,32,"Unmarried,",1,Rented,173
3434,0,1,0,0,1,$120 ,1,52,Married,0,Owns a house,184
3435,0,1,1,0,0,$272 ,0,39,Married,0,Rented,161
3436,1,0,1,0,0,$245 ,1,36,Married,1,Staying with Family,179
3437,0,1,0,1,0,$222 ,1,45,Married,0,Rented,179
3438,1,0,0,0,1,$212 ,1,47,"Unmarried,",1,Staying with Family,168
3439,0,1,0,0,1,$134 ,1,31,Married,1,Rented,175
3440,1,1,0,0,0,$275 ,1,25,In-Relationship,1,Staying with Family,166
3441,1,1,0,0,0,$168 ,0,31,"Unmarried,",0,Rented,156
3442,1,1,0,0,0,$314 ,0,29,In-Relationship,1,Rented,187
3443,0,0,0,1,1,$207 ,1,48,"Unmarried,",0,Rented,152
3444,0,0,1,1,0,$229 ,1,39,Married,1,Owns a house,166
3445,0,1,0,1,0,$193 ,1,27,Married,0,Rented,155
3446,1,1,0,0,0,$256 ,0,40,In-Relationship,0,Owns a house,167
3447,1,1,0,0,0,$252 ,0,38,Married,1,Owns a house,179
3448,1,1,0,0,0,$172 ,0,47,In-Relationship,1,Owns a house,168
3449,0,1,0,1,0,$131 ,0,50,Married,1,Staying with Family,170
3450,1,0,0,1,0,$299 ,0,20,In-Relationship,0,Owns a house,183
3451,1,0,0,1,0,$303 ,0,28,Married,0,Rented,152
3452,1,0,0,1,0,$334 ,1,33,Married,1,Rented,176
3453,0,1,0,1,0,$196 ,1,45,"Unmarried,",0,Owns a house,183
3454,0,1,0,0,1,$206 ,0,38,"Unmarried,",1,Staying with Family,165
3455,0,1,0,0,1,$293 ,1,19,"Unmarried,",1,Staying with Family,171
3456,0,1,1,0,0,$228 ,1,18,In-Relationship,1,Staying with Family,175
3457,0,1,0,1,0,$264 ,0,32,Married,0,Staying with Family,183
3458,1,1,0,0,0,$187 ,0,45,Married,0,Owns a house,164
3459,1,0,0,0,1,$110 ,0,45,"Unmarried,",0,Owns a house,159
3460,0,0,1,1,0,$52 ,1,48,Married,0,Owns a house,175
3461,0,1,0,1,0,$219 ,1,30,Married,1,Owns a house,178
3462,0,1,0,0,1,$278 ,0,40,"Unmarried,",0,Owns a house,161
3463,0,1,0,1,0,$284 ,0,47,In-Relationship,1,Owns a house,182
3464,0,1,0,1,0,$51 ,1,53,In-Relationship,1,Rented,179
3465,0,1,0,1,0,$152 ,0,18,Married,1,Staying with Family,159
3466,0,0,1,1,0,$311 ,0,45,"Unmarried,",1,Rented,170
3467,0,1,0,1,0,$87 ,0,55,"Unmarried,",0,Owns a house,160
3468,0,1,1,0,0,$331 ,0,34,"Unmarried,",1,Staying with Family,190
3469,0,1,0,1,0,$270 ,1,38,"Unmarried,",0,Staying with Family,173
3470,1,0,0,0,1,$221 ,1,35,In-Relationship,1,Rented,150
3471,0,1,0,1,0,$179 ,0,25,"Unmarried,",1,Staying with Family,187
3472,0,1,0,0,1,$137 ,0,42,In-Relationship,1,Staying with Family,161
3473,1,0,0,0,1,$226 ,1,24,In-Relationship,1,Rented,185
3474,1,0,0,1,0,$72 ,0,52,"Unmarried,",0,Owns a house,169
3475,0,1,0,1,0,$336 ,1,19,In-Relationship,1,Staying with Family,159
3476,1,0,0,0,1,$268 ,0,40,In-Relationship,0,Rented,159
3477,1,0,1,0,0,$236 ,1,36,Married,0,Owns a house,166
3478,1,0,0,1,0,$69 ,0,49,"Unmarried,",0,Staying with Family,152
3479,0,1,0,1,0,$333 ,1,18,"Unmarried,",1,Staying with Family,188
3480,1,1,0,0,0,$273 ,0,52,In-Relationship,1,Rented,169
3481,0,0,0,1,1,$109 ,1,48,In-Relationship,0,Owns a house,162
3482,1,0,0,1,0,$199 ,1,26,"Unmarried,",0,Rented,163
3483,0,1,0,0,1,$174 ,1,39,Married,0,Owns a house,170
3484,1,1,0,0,0,$174 ,1,36,"Unmarried,",0,Staying with Family,168
3485,1,1,0,0,0,$117 ,1,30,"Unmarried,",0,Rented,161
3486,0,0,1,1,0,$82 ,0,28,Married,1,Staying with Family,173
3487,1,0,0,0,1,$318 ,1,44,"Unmarried,",0,Staying with Family,153
3488,1,0,1,0,0,$205 ,1,35,"Unmarried,",0,Staying with Family,181
3489,0,1,0,1,0,$265 ,1,49,Married,0,Owns a house,159
3490,0,0,0,1,1,$83 ,0,18,Married,1,Staying with Family,159
3491,1,0,0,0,1,$114 ,1,39,Married,1,Staying with Family,190
3492,1,0,0,1,0,$52 ,1,52,"Unmarried,",0,Rented,153
3493,1,0,0,0,1,$51 ,0,27,"Unmarried,",1,Staying with Family,157
3494,1,1,0,0,0,$242 ,1,20,In-Relationship,1,Rented,172
3495,0,1,0,0,1,$155 ,1,28,Married,0,Owns a house,168
3496,1,0,0,0,1,$140 ,1,28,Married,1,Staying with Family,154
3497,0,1,1,0,0,$94 ,1,21,"Unmarried,",0,Staying with Family,151
3498,0,1,0,1,0,$314 ,0,22,In-Relationship,0,Rented,155
3499,0,0,0,1,1,$143 ,0,54,In-Relationship,1,Staying with Family,174
3500,0,1,0,1,0,$330 ,1,37,Married,1,Rented,154
3501,0,0,0,1,1,$276 ,0,38,In-Relationship,1,Rented,171
3502,0,1,1,0,0,$290 ,1,36,In-Relationship,1,Rented,174
3503,0,1,0,1,0,$72 ,0,54,"Unmarried,",1,Rented,189
3504,1,1,0,0,0,$250 ,1,54,In-Relationship,1,Rented,154
3505,0,1,1,0,0,$176 ,0,41,"Unmarried,",1,Staying with Family,154
3506,1,1,0,0,0,$329 ,1,25,"Unmarried,",1,Owns a house,154
3507,1,1,0,0,0,$186 ,1,41,In-Relationship,1,Rented,153
3508,0,1,0,1,0,$222 ,1,48,"Unmarried,",0,Owns a house,158
3509,0,1,0,1,0,$296 ,0,30,Married,0,Owns a house,150
3510,1,0,0,0,1,$66 ,0,21,"Unmarried,",1,Rented,169
3511,0,1,0,1,0,$91 ,0,37,Married,0,Rented,190
3512,0,1,1,0,0,$209 ,0,39,"Unmarried,",0,Rented,166
3513,0,0,0,1,1,$164 ,0,20,"Unmarried,",1,Staying with Family,168
3514,1,1,0,0,0,$267 ,1,46,Married,0,Rented,151
3515,1,0,0,1,0,$218 ,0,35,"Unmarried,",1,Staying with Family,163
3516,1,1,0,0,0,$119 ,1,38,"Unmarried,",0,Rented,160
3517,0,0,1,1,0,$188 ,0,24,In-Relationship,0,Staying with Family,169
3518,1,0,0,0,1,$80 ,1,33,Married,1,Staying with Family,156
3519,0,1,0,1,0,$205 ,0,20,Married,1,Owns a house,178
3520,0,1,0,1,0,$90 ,1,20,"Unmarried,",0,Rented,171
3521,0,0,1,1,0,$310 ,1,24,"Unmarried,",1,Owns a house,181
3522,1,1,0,0,0,$45 ,0,27,In-Relationship,0,Owns a house,181
3523,1,1,0,0,0,$285 ,1,31,Married,0,Staying with Family,184
3524,0,0,0,1,1,$216 ,0,55,"Unmarried,",1,Rented,190
3525,0,1,0,1,0,$102 ,0,19,In-Relationship,1,Rented,159
3526,1,1,0,0,0,$239 ,1,51,Married,1,Owns a house,153
3527,0,1,0,0,1,$332 ,0,47,In-Relationship,0,Staying with Family,159
3528,1,1,0,0,0,$75 ,0,53,"Unmarried,",0,Owns a house,161
3529,1,0,0,1,0,$283 ,0,53,"Unmarried,",0,Rented,186
3530,0,0,0,1,1,$81 ,1,44,Married,0,Rented,150
3531,0,1,0,1,0,$126 ,1,53,"Unmarried,",0,Owns a house,162
3532,1,1,0,0,0,$268 ,0,22,Married,1,Rented,177
3533,1,1,0,0,0,$289 ,1,35,"Unmarried,",0,Rented,167
3534,1,0,0,1,0,$225 ,0,34,"Unmarried,",0,Rented,159
3535,1,0,0,1,0,$199 ,0,29,"Unmarried,",0,Rented,161
3536,1,0,1,0,0,$248 ,1,47,In-Relationship,0,Owns a house,170
3537,0,1,0,1,0,$107 ,0,36,Married,1,Owns a house,151
3538,0,1,0,1,0,$189 ,0,38,Married,0,Owns a house,168
3539,1,1,0,0,0,$41 ,0,22,"Unmarried,",1,Rented,180
3540,0,1,0,1,0,$69 ,1,33,Married,1,Staying with Family,188
3541,0,0,0,1,1,$104 ,1,50,In-Relationship,1,Rented,176
3542,1,0,0,1,0,$156 ,1,27,In-Relationship,0,Staying with Family,158
3543,0,1,0,0,1,$76 ,1,34,In-Relationship,0,Owns a house,184
3544,0,1,0,0,1,$198 ,0,39,Married,0,Owns a house,163
3545,0,1,0,0,1,$93 ,0,20,Married,1,Owns a house,163
3546,0,0,1,1,0,$262 ,1,18,In-Relationship,1,Rented,174
3547,0,1,0,1,0,$244 ,1,53,Married,0,Owns a house,165
3548,0,1,0,1,0,$234 ,1,36,In-Relationship,1,Owns a house,153
3549,0,0,0,1,1,$297 ,0,19,In-Relationship,0,Owns a house,180
3550,1,0,0,1,0,$162 ,1,43,"Unmarried,",1,Owns a house,185
3551,0,1,0,0,1,$82 ,0,21,In-Relationship,0,Rented,180
3552,1,1,0,0,0,$336 ,1,24,"Unmarried,",0,Owns a house,184
3553,1,1,0,0,0,$249 ,0,33,Married,1,Rented,186
3554,0,1,0,1,0,$203 ,1,29,Married,1,Staying with Family,167
3555,0,0,1,0,1,$81 ,1,50,"Unmarried,",0,Staying with Family,153
3556,0,1,0,1,0,$161 ,1,31,"Unmarried,",0,Rented,152
3557,0,1,1,0,0,$177 ,0,31,"Unmarried,",0,Rented,184
3558,0,1,0,1,0,$152 ,1,28,Married,0,Owns a house,182
3559,0,0,1,0,1,$325 ,1,55,In-Relationship,0,Rented,154
3560,1,0,0,1,0,$259 ,1,27,Married,0,Rented,174
3561,1,0,0,0,1,$259 ,0,37,Married,0,Owns a house,176
3562,1,0,0,0,1,$334 ,0,33,Married,0,Rented,164
3563,0,1,0,1,0,$116 ,0,23,In-Relationship,1,Owns a house,171
3564,1,1,0,0,0,$164 ,0,37,"Unmarried,",1,Owns a house,176
3565,1,0,0,1,0,$240 ,0,22,Married,1,Rented,184
3566,0,1,0,1,0,$261 ,0,19,"Unmarried,",1,Staying with Family,157
3567,1,0,0,0,1,$55 ,0,45,"Unmarried,",1,Staying with Family,154
3568,0,1,0,0,1,$105 ,0,44,Married,1,Staying with Family,169
3569,0,1,1,0,0,$76 ,0,20,In-Relationship,0,Staying with Family,186
3570,0,1,0,1,0,$74 ,0,33,"Unmarried,",0,Rented,166
3571,1,0,0,1,0,$118 ,0,36,Married,1,Owns a house,164
3572,0,1,0,1,0,$309 ,1,19,"Unmarried,",0,Rented,158
3573,0,1,0,0,1,$87 ,0,50,"Unmarried,",0,Staying with Family,179
3574,1,0,0,1,0,$75 ,1,47,In-Relationship,0,Owns a house,165
3575,1,0,0,1,0,$129 ,0,49,"Unmarried,",1,Rented,173
3576,1,0,0,1,0,$210 ,0,39,In-Relationship,1,Owns a house,187
3577,0,1,1,0,0,$87 ,0,25,In-Relationship,1,Rented,174
3578,0,1,0,1,0,$319 ,1,19,Married,1,Owns a house,163
3579,0,0,1,1,0,$144 ,0,29,Married,1,Owns a house,163
3580,0,1,0,1,0,$67 ,0,23,Married,0,Staying with Family,175
3581,1,1,0,0,0,$104 ,1,34,"Unmarried,",0,Rented,154
3582,0,1,1,0,0,$70 ,1,29,"Unmarried,",1,Staying with Family,152
3583,1,0,0,1,0,$72 ,0,23,Married,0,Rented,164
3584,1,1,0,0,0,$127 ,1,49,"Unmarried,",1,Owns a house,188
3585,0,1,0,0,1,$236 ,0,40,Married,0,Owns a house,154
3586,0,0,0,1,1,$174 ,0,33,Married,1,Rented,171
3587,0,1,0,1,0,$300 ,1,36,"Unmarried,",1,Rented,181
3588,0,1,0,0,1,$38 ,0,25,In-Relationship,1,Rented,170
3589,0,1,0,1,0,$292 ,0,55,"Unmarried,",1,Owns a house,171
3590,0,1,0,1,0,$191 ,1,37,Married,0,Rented,178
3591,0,1,0,0,1,$243 ,0,52,Married,1,Staying with Family,174
3592,0,1,0,1,0,$100 ,0,44,In-Relationship,1,Staying with Family,154
3593,0,1,0,0,1,$49 ,1,42,In-Relationship,0,Staying with Family,163
3594,0,1,0,0,1,$145 ,1,29,In-Relationship,1,Rented,167
3595,1,0,0,0,1,$192 ,0,40,In-Relationship,0,Staying with Family,169
3596,0,0,0,1,1,$252 ,0,34,"Unmarried,",0,Staying with Family,157
3597,0,1,0,0,1,$106 ,0,25,Married,0,Owns a house,175
3598,1,1,0,0,0,$236 ,0,33,"Unmarried,",0,Staying with Family,150
3599,1,0,0,1,0,$269 ,0,43,In-Relationship,0,Rented,155
3600,0,1,0,1,0,$345 ,0,42,Married,1,Staying with Family,157
3601,0,1,0,1,0,$91 ,1,37,In-Relationship,0,Rented,159
3602,0,0,1,0,1,$261 ,1,37,"Unmarried,",1,Owns a house,190
3603,1,0,0,0,1,$346 ,0,43,Married,1,Staying with Family,158
3604,0,0,0,1,1,$293 ,0,41,In-Relationship,1,Staying with Family,188
3605,1,1,0,0,0,$80 ,0,40,Married,0,Owns a house,154
3606,1,1,0,0,0,$343 ,1,55,In-Relationship,1,Owns a house,172
3607,1,1,0,0,0,$306 ,1,38,Married,1,Staying with Family,183
3608,1,0,0,1,0,$264 ,1,47,Married,1,Staying with Family,182
3609,1,0,0,0,1,$295 ,0,22,In-Relationship,1,Staying with Family,181
3610,0,0,0,1,1,$107 ,1,43,Married,0,Owns a house,177
3611,0,0,0,1,1,$227 ,1,21,In-Relationship,0,Staying with Family,165
3612,0,1,0,1,0,$326 ,0,24,In-Relationship,0,Owns a house,186
3613,0,0,0,1,1,$350 ,0,25,In-Relationship,0,Staying with Family,150
3614,1,1,0,0,0,$335 ,1,48,Married,0,Owns a house,182
3615,0,1,0,1,0,$58 ,1,28,Married,0,Rented,176
3616,1,1,0,0,0,$345 ,0,32,Married,1,Rented,150
3617,1,1,0,0,0,$237 ,0,26,In-Relationship,0,Staying with Family,183
3618,0,1,0,1,0,$78 ,1,44,"Unmarried,",1,Staying with Family,164
3619,0,1,0,1,0,$352 ,1,55,Married,0,Staying with Family,182
3620,0,1,0,1,0,$256 ,1,28,Married,1,Staying with Family,160
3621,0,1,0,1,0,$112 ,0,31,In-Relationship,0,Rented,172
3622,1,1,0,0,0,$95 ,0,32,"Unmarried,",1,Staying with Family,183
3623,1,0,0,0,1,$128 ,1,45,In-Relationship,0,Owns a house,159
3624,1,1,0,0,0,$148 ,0,45,"Unmarried,",0,Rented,185
3625,0,0,0,1,1,$101 ,0,36,Married,0,Owns a house,184
3626,0,1,0,1,0,$45 ,0,43,Married,0,Staying with Family,150
3627,0,1,0,1,0,$279 ,1,19,Married,0,Rented,190
3628,0,1,0,0,1,$352 ,0,28,In-Relationship,1,Staying with Family,179
3629,0,0,1,1,0,$255 ,0,21,In-Relationship,0,Staying with Family,168
3630,1,1,0,0,0,$209 ,1,25,"Unmarried,",1,Owns a house,182
3631,1,1,0,0,0,$266 ,0,37,"Unmarried,",1,Owns a house,168
3632,0,1,0,1,0,$181 ,1,52,In-Relationship,1,Staying with Family,174
3633,0,1,0,1,0,$338 ,0,28,"Unmarried,",1,Staying with Family,153
3634,0,0,0,1,1,$95 ,0,28,In-Relationship,0,Owns a house,181
3635,1,1,0,0,0,$220 ,0,35,Married,0,Owns a house,170
3636,0,1,1,0,0,$176 ,1,34,"Unmarried,",1,Rented,163
3637,0,1,0,1,0,$259 ,1,44,In-Relationship,1,Rented,185
3638,1,0,0,1,0,$83 ,0,48,Married,1,Rented,181
3639,1,1,0,0,0,$76 ,0,23,Married,0,Rented,172
3640,0,1,0,1,0,$349 ,1,55,Married,0,Rented,163
3641,1,1,0,0,0,$94 ,0,50,In-Relationship,1,Rented,183
3642,0,1,0,0,1,$77 ,1,22,Married,1,Staying with Family,160
3643,0,1,0,1,0,$124 ,0,39,"Unmarried,",0,Owns a house,184
3644,0,1,0,0,1,$133 ,1,43,Married,1,Rented,189
3645,0,1,0,1,0,$221 ,0,22,"Unmarried,",0,Staying with Family,189
3646,0,1,1,0,0,$95 ,1,23,"Unmarried,",0,Rented,166
3647,1,1,0,0,0,$163 ,0,28,In-Relationship,0,Rented,190
3648,0,1,0,0,1,$262 ,1,22,Married,0,Staying with Family,172
3649,1,1,0,0,0,$354 ,1,20,In-Relationship,1,Rented,186
3650,0,1,0,1,0,$197 ,1,55,Married,1,Staying with Family,173
3651,0,1,0,0,1,$200 ,1,29,In-Relationship,0,Owns a house,166
3652,0,1,0,0,1,$225 ,0,24,In-Relationship,0,Staying with Family,183
3653,0,1,0,1,0,$224 ,0,37,Married,1,Owns a house,171
3654,1,1,0,0,0,$102 ,1,35,Married,1,Owns a house,171
3655,0,0,1,1,0,$90 ,1,39,Married,0,Rented,156
3656,1,1,0,0,0,$101 ,1,36,Married,1,Owns a house,167
3657,0,1,0,0,1,$214 ,0,47,Married,0,Staying with Family,163
3658,1,1,0,0,0,$256 ,1,50,Married,0,Rented,153
3659,0,1,0,0,1,$177 ,1,38,"Unmarried,",0,Staying with Family,158
3660,1,1,0,0,0,$137 ,0,31,"Unmarried,",1,Staying with Family,170
3661,0,1,0,0,1,$295 ,0,40,Married,0,Staying with Family,153
3662,0,1,0,0,1,$264 ,1,22,In-Relationship,1,Owns a house,150
3663,1,1,0,0,0,$192 ,1,32,In-Relationship,1,Owns a house,168
3664,0,1,0,0,1,$232 ,1,22,Married,1,Staying with Family,156
3665,1,1,0,0,0,$278 ,1,48,In-Relationship,1,Rented,169
3666,1,1,0,0,0,$77 ,0,19,In-Relationship,1,Staying with Family,153
3667,1,0,0,1,0,$252 ,1,39,"Unmarried,",1,Rented,155
3668,1,1,0,0,0,$190 ,0,26,"Unmarried,",1,Owns a house,179
3669,0,0,0,1,1,$269 ,1,34,In-Relationship,0,Rented,160
3670,1,0,0,1,0,$257 ,0,28,"Unmarried,",1,Owns a house,162
3671,0,1,0,0,1,$337 ,1,47,"Unmarried,",1,Staying with Family,172
3672,0,1,0,0,1,$338 ,0,34,In-Relationship,0,Owns a house,182
3673,0,1,0,0,1,$152 ,1,35,In-Relationship,0,Rented,170
3674,1,0,0,1,0,$179 ,0,51,"Unmarried,",0,Staying with Family,160
3675,0,1,0,0,1,$264 ,0,36,Married,0,Staying with Family,179
3676,0,1,0,0,1,$84 ,0,46,In-Relationship,0,Rented,160
3677,0,1,0,0,1,$218 ,1,39,"Unmarried,",1,Rented,153
3678,1,0,0,1,0,$221 ,1,42,"Unmarried,",1,Rented,167
3679,1,1,0,0,0,$163 ,1,25,In-Relationship,0,Rented,151
3680,1,1,0,0,0,$329 ,0,40,In-Relationship,0,Staying with Family,180
3681,0,1,0,1,0,$261 ,0,42,Married,1,Owns a house,165
3682,0,0,0,1,1,$75 ,1,39,Married,1,Rented,170
3683,0,0,1,1,0,$252 ,1,25,Married,0,Staying with Family,152
3684,0,1,0,0,1,$344 ,1,27,Married,1,Owns a house,185
3685,0,0,1,1,0,$137 ,1,20,In-Relationship,0,Staying with Family,190
3686,0,1,0,0,1,$307 ,1,26,Married,0,Rented,169
3687,1,1,0,0,0,$292 ,1,55,"Unmarried,",1,Staying with Family,168
3688,1,1,0,0,0,$304 ,0,55,In-Relationship,1,Rented,181
3689,1,1,0,0,0,$351 ,0,37,"Unmarried,",1,Owns a house,165
3690,0,1,0,1,0,$121 ,1,52,In-Relationship,0,Rented,166
3691,1,1,0,0,0,$123 ,1,40,In-Relationship,1,Staying with Family,170
3692,1,1,0,0,0,$74 ,0,51,"Unmarried,",0,Owns a house,170
3693,1,1,0,0,0,$181 ,0,43,Married,1,Staying with Family,176
3694,0,1,0,1,0,$104 ,1,46,Married,0,Rented,188
3695,0,1,0,1,0,$177 ,0,20,"Unmarried,",0,Staying with Family,182
3696,0,1,0,0,1,$165 ,0,22,"Unmarried,",0,Staying with Family,185
3697,0,1,0,1,0,$150 ,0,36,"Unmarried,",0,Staying with Family,179
3698,1,1,0,0,0,$112 ,0,27,In-Relationship,0,Owns a house,185
3699,1,0,0,0,1,$128 ,1,38,In-Relationship,0,Staying with Family,168
3700,0,1,0,1,0,$36 ,0,42,"Unmarried,",0,Staying with Family,178
3701,0,1,0,0,1,$103 ,0,26,In-Relationship,1,Rented,182
3702,0,0,1,1,0,$191 ,1,21,"Unmarried,",1,Owns a house,180
3703,1,1,0,0,0,$173 ,1,49,"Unmarried,",0,Staying with Family,190
3704,0,1,0,1,0,$256 ,1,46,Married,1,Owns a house,190
3705,0,0,0,1,1,$301 ,1,45,In-Relationship,0,Owns a house,159
3706,0,1,0,1,0,$111 ,1,22,"Unmarried,",0,Staying with Family,176
3707,0,1,0,1,0,$161 ,1,35,Married,0,Owns a house,160
3708,1,1,0,0,0,$37 ,1,18,Married,1,Staying with Family,155
3709,0,1,0,1,0,$301 ,0,35,In-Relationship,1,Rented,158
